序號,標章機關名稱,網站名稱,網址,標章等級,檢測日期,標章狀態,大分類,分類
4565,民間團體,京城銀行身心障礙ATM跨行交易手續費減免網站,https://customer.ktb.com.tw/PROD/,A,2025/7/10,啟用,金融服務業,銀行/證券/期貨/投信
4579,民間團體,黑快馬-教育事業營運中心,https://edu.heimavista.com/,AA,2025/5/19,啟用,教育機構,教育科技/補教服務公司
4589,民間團體,臺灣企銀友善金融網路銀行,https://ebank.tbb.com.tw/nb3/accessibility/ACCLogin,AA,2025/5/13,啟用,金融服務業,銀行/證券/期貨/投信
4594,民間團體,長庚學校財團法人長庚科技大學環境安全衛生室,https://safety.cgust.edu.tw,AA,2025/5/26,啟用,教育機構,大學/技專校院
4612,民間團體,美和科技大學,https://www.meiho.edu.tw,AA,2025/5/28,啟用,教育機構,大學/技專校院
4617,民間團體,Taiwan Healthcare Academy,https://healthcareacademy.jct.org.tw,AA,2025/6/6,啟用,醫療照護,社福/身心障礙服務機構
4649,民間團體,遠東商銀金融友善服務專區,https://ebank.feib.com.tw/Accessible,AA,2025/7/23,啟用,金融服務業,保險/金融友善服務
4655,民間團體,永豐網路ATM,https://webatm.sinopac.com,AAA,2025/10/9,啟用,金融服務業,銀行/證券/期貨/投信
4667,民間團體,O-Bank 王道銀行金融友善專區,https://accessibility.o-bank.com,A,2025/6/9,啟用,金融服務業,銀行/證券/期貨/投信
4704,民間團體,國泰世華金融資訊網,https://accessibility.cathaybk.com.tw,AA,2025/8/14,啟用,金融服務業,銀行/證券/期貨/投信
4712,民間團體,臺北市中正運動中心,https://wsjjsc.com.tw,A,2025/7/8,啟用,生活休閒場館,運動中心/場館
4723,民間團體,旺旺友聯產物保險公司友善專區 ,https://ally.wwunion.com,A,2025/8/13,啟用,金融服務業,保險/金融友善服務
4755,民間團體,國家高速網路與計算中心台灣惡意程式知識庫,https://owl.nchc.org.tw/,AA,2025/9/9,啟用,財團法人/公協會,政府捐助/委辦法人機構
4772,民間團體,瑞興商業銀行友善金融服務專區,https://ebank.taipeistarbank.com.tw/accessibility,A,2025/7/11,啟用,金融服務業,銀行/證券/期貨/投信
4773,民間團體,瑞興商業銀行簡易網路ATM,https://ebank.taipeistarbank.com.tw/AccessibilityWebATM,A,2025/7/24,啟用,金融服務業,銀行/證券/期貨/投信
4791,民間團體,嘉義市輔具資源中心,https://www.mpccc.com.tw/,A,2025/7/2,啟用,輔具資源中心,輔具資源中心
4808,民間團體,佛光大學校首頁,https://website.fgu.edu.tw/,AA,2025/7/15,啟用,教育機構,大學/技專校院
4854,民間團體,長庚學校財團法人長庚科技大學食品暨化妝品安全研究中心,https://rcihe.cgust.edu.tw,AA,2025/6/30,啟用,教育機構,大學/技專校院
4888,民間團體,長庚學校財團法人長庚科技大學嘉義分部通識教育學科,https://cygeneraledu.cgust.edu.tw,AA,2025/7/2,啟用,教育機構,大學/技專校院
4891,民間團體,工業技術研究院-工業節能服務網,https://emis.itri.org.tw/,AA,2025/9/5,啟用,財團法人/公協會,政府捐助/委辦法人機構
4918,民間團體,僑光科技大學圖書館,https://lib.ocu.edu.tw,AA,2025/7/11,啟用,教育機構,大學/技專校院
4922,民間團體,長庚學校財團法人長庚科技大學研究發展處,https://otc.cgust.edu.tw,AA,2025/7/9,啟用,教育機構,大學/技專校院
4955,民間團體,京城商業銀行匯利率網站,https://customer.ktb.com.tw/new/accessibility,AAA,2025/7/23,啟用,金融服務業,銀行/證券/期貨/投信
4956,民間團體,京城商業銀行辨識京城銀行電話及官方網站,https://customer.ktb.com.tw/new/anti-fraud/,AAA,2025/7/17,啟用,金融服務業,銀行/證券/期貨/投信
4970,民間團體,台灣人壽,https://accessibility.taiwanlife.com,AAA,2025/10/22,啟用,金融服務業,保險/金融友善服務
4988,民間團體,太陽光電創新應用產品設計競賽,https://eii.nat.gov.tw/Pvaward/,AA,2025/7/18,啟用,財團法人/公協會,政府捐助/委辦法人機構
4998,民間團體,長庚學校財團法人長庚科技大學會計室,https://account.cgust.edu.tw/,AA,2025/7/17,啟用,教育機構,大學/技專校院
5024,民間團體,APEC Expert Group on New and Renewable Energy Technologies (APEC EGNRET),https://www.egnret.ewg.apec.org/,AA,2025/7/22,啟用,財團法人/公協會,政府捐助/委辦法人機構
5025,民間團體,O-Bank 王道銀行金融友善專區,https://friendly.o-bank.com/ebank/acc/,AAA,2025/7/25,啟用,金融服務業,銀行/證券/期貨/投信
5033,民間團體,長庚學校財團法人長庚科技大學健康產業科技研究所,https://health-industry.cgust.edu.tw,AA,2025/7/28,啟用,教育機構,大學/技專校院
5067,民間團體,元智大學資服處,https://is.yzu.edu.tw/,AA,2025/8/18,啟用,教育機構,大學/技專校院
5069,民間團體,遠傳智慧生活專區,https://accessible.fetnet.net/,A,2025/8/1,啟用,一般企業,電信公司
5070,民間團體,財團法人桃園市原住民族發展基金會,https://www.tyipdf.com.tw/,A,2025/7/29,啟用,財團法人/公協會,財團法人/基金會/公協會
5080,民間團體,臺南東區崇善里資訊網,https://chongshanli.com,AA,2025/7/30,啟用,生活休閒場館,觀光/休閒/文化園區
5095,民間團體,實踐大學高雄校區,https://www.kh.usc.edu.tw,AA,2025/9/15,啟用,教育機構,大學/技專校院
5096,民間團體,基督教華神學校財團法人中華福音神學研究學院,https://www.ces.edu.tw/,AA,2025/9/15,啟用,教育機構,大學/技專校院
5106,民間團體,MX CMS 產品示範平台,https://bizdev.medialand.com.tw/demo/mx-cms/,AA,2025/8/21,啟用,一般企業,科技/資訊公司
5117,民間團體,兆豐銀行機器人理財網站,https://megabee.megabank.com.tw/robot/,AA,2025/9/23,啟用,金融服務業,銀行/證券/期貨/投信
5118,民間團體,中臺科技大學,https://www.ctust.edu.tw,AA,2025/8/21,啟用,教育機構,大學/技專校院
5121,民間團體,臺北市南港運動中心,https://ngsc.cyc.org.tw/,A,2025/8/12,啟用,生活休閒場館,運動中心/場館
5126,民間團體,國立臺南護理專科學校通識教育中心網站,https://ge.ntin.edu.tw,AA,2025/9/4,啟用,教育機構,大學/技專校院
5128,民間團體,新北市住宅及都市更新中心,https://www.nthurc.org.tw/,AA,2025/8/7,啟用,財團法人/公協會,政府捐助/委辦法人機構
5132,民間團體,全球人壽金融友善服務專區,https://etu.transglobe.com.tw/,AAA,2025/8/29,啟用,金融服務業,保險/金融友善服務
5148,民間團體,民間團體 Self ID Taiwan,https://selfid.tw,AAA,2025/8/18,啟用,醫療照護,社福/身心障礙服務機構
5150,民間團體,財團法人台灣建築中心近零耗能建築資訊平台,https://www.nzeb.tw/,AA,2025/9/19,啟用,財團法人/公協會,財團法人/基金會/公協會
5152,民間團體,馬偕醫學大學,https://www.mmu.edu.tw/,AA,2025/8/14,啟用,教育機構,大學/技專校院
5161,民間團體,統一期貨-金融友善服務及公平待客原則專區,https://www.pfcf.com.tw/pscnetAccessibility,AA,2025/8/11,啟用,金融服務業,銀行/證券/期貨/投信
5164,民間團體,長庚學校財團法人長庚科技大學國際事務處,https://iaaec.cgust.edu.tw,AA,2025/9/1,啟用,教育機構,大學/技專校院
5194,民間團體,長庚學校財團法人長庚科技大學高齡暨健康照護管理研究所,https://health-care.cgust.edu.tw,AA,2025/9/3,啟用,教育機構,大學/技專校院
5221,民間團體,華梵大學智慧生活設計學系 ,https://dsl.hfu.edu.tw/,AA,2025/9/9,啟用,教育機構,大學/技專校院
5233,民間團體,社團法人台灣視多障協會官方網站,https://www.taiwanmdvi.org/,A,2025/8/29,啟用,財團法人/公協會,財團法人/基金會/公協會
5247,民間團體,台灣星展銀行金融友善專區,https://www.dbs.com.tw/treasures-zh/accessibility/default.html,A,2025/9/2,啟用,金融服務業,銀行/證券/期貨/投信
5268,民間團體,義守大學 ISU Moodle,https://moodle.isu.edu.tw,A,2025/9/12,啟用,教育機構,大學/技專校院
5277,民間團體,長庚學校財團法人長庚科技大學民生學院,https://human.cgust.edu.tw,AA,2025/9/17,啟用,教育機構,大學/技專校院
5278,民間團體,Neil 的作品集,https://neillin.com/,AA,2025/8/29,啟用,個人網站/工作室,個人網站/工作室
5289,民間團體,高雄市立小港醫院健康管理中心網站,https://health.kmsh.org.tw,AA,2025/9/3,啟用,醫療照護,醫療院所
5300,民間團體,臺北網球場官網,https://www.taipeitenniscourt.com/,A,2025/10/1,啟用,生活休閒場館,運動中心/場館
5304,民間團體,財團法人技專校院入學測驗中心基金會,https://www.tcte.edu.tw,AA,2025/9/12,啟用,財團法人/公協會,政府捐助/委辦法人機構
5334,民間團體,凱基期貨金融友善服務專區,https://event.kgi.com.tw/KGIF-Accessibility/,AA,2025/9/12,啟用,金融服務業,銀行/證券/期貨/投信
5337,民間團體,高醫岡山健檢中心網頁,https://health.kmugh.org.tw/,AA,2025/10/2,啟用,醫療照護,醫療院所
5339,民間團體,福邦證券金融友善專區,https://friendly.gfortune.com.tw/,AAA,2025/9/9,啟用,金融服務業,銀行/證券/期貨/投信
5343,民間團體,新光人壽網路投保網站,https://online-info.skl.com.tw/,AA,2025/9/17,啟用,金融服務業,保險/金融友善服務
5350,民間團體,財團法人伊甸社會福利基金會,https://www.eden.org.tw/,A,2025/10/3,啟用,財團法人/公協會,財團法人/基金會/公協會
5363,民間團體,國家表演藝術中心衛武營國家藝術文化中心官方網站,https://www.npac-weiwuying.org,A,2025/9/23,啟用,生活休閒場館,博物館/藝文/展演機構
5368,民間團體,實踐大學營繕一組網頁,https://ga-cams.usc.edu.tw/,AA,2025/12/3,啟用,教育機構,大學/技專校院
5370,民間團體,國立陽明交通大學光電學院,https://cop.nycu.edu.tw/,AA,2025/11/6,啟用,教育機構,大學/技專校院
5388,民間團體,惠光導盲犬學校,http://www.guidedog.tw/,A,2025/10/27,啟用,醫療照護,社福/身心障礙服務機構
5389,民間團體,臺北和平籃球館,https://www.tpehpbasketball.com.tw,A,2025/9/22,啟用,生活休閒場館,運動中心/場館
5397,民間團體,實踐大學財務金融學系,https://finance.usc.edu.tw/,AA,2025/9/23,啟用,教育機構,大學/技專校院
5402,民間團體,民間團體海龍離岸風電,https://hailongoffshorewind.com/,AA,2025/10/1,啟用,一般企業,能源/公用事業
5409,民間團體,實踐大學教學發展中心,https://ctld.usc.edu.tw/,AA,2025/10/2,啟用,教育機構,大學/技專校院
5420,民間團體,中央廣播電臺全球資訊網,https://www.rti.org.tw/,AA,2025/10/23,啟用,財團法人/公協會,政府捐助/委辦法人機構
5422,民間團體,實踐大學管理學院創意產業博士班,https://giciu01.usc.edu.tw/,AA,2025/10/2,啟用,教育機構,大學/技專校院
5435,民間團體,華南永昌證券 金融友善服務專區,https://www.entrust.com.tw/Accessibility/,AA,2025/10/9,啟用,金融服務業,銀行/證券/期貨/投信
5441,民間團體,新北市文化基金會,https://ntccf.org/,A,2025/10/28,啟用,財團法人/公協會,財團法人/基金會/公協會
5465,民間團體,元大友善網路ATM,https://superatm.tw/jwss/jsp/atm/Accessibility_index.jsp ,A,2025/10/3,啟用,金融服務業,銀行/證券/期貨/投信
5475,民間團體,大理資訊股份有限公司,https://www.maxense.com/,AAA,2025/10/2,啟用,一般企業,科技/資訊公司
5495,民間團體,兆豐國際商業銀行網站,https://www.megabank.com.tw,AA,2025/10/30,啟用,金融服務業,銀行/證券/期貨/投信
5496,民間團體,行動應用資安聯盟,https://www.mas.org.tw/,A,2025/10/16,啟用,財團法人/公協會,政府捐助/委辦法人機構
5508,民間團體,嘉義市垃圾焚化廠,https://www.cycrip.tw/,A,2025/10/7,啟用,一般企業,能源/公用事業
5511,民間團體,彰化第六信用合作社官方網站,https://www.ch6c.com.tw/,A,2025/10/15,啟用,金融服務業,銀行/證券/期貨/投信
5516,民間團體,明志科技大學,https://www.mcut.edu.tw/,AA,2026/1/12,啟用,教育機構,大學/技專校院
5521,民間團體,華梵大學國際暨兩岸事務處,https://ica.hfu.edu.tw/,AA,2025/10/28,啟用,教育機構,大學/技專校院
5537,民間團體,華梵大學智慧生活科技學系 ,https://tsl.hfu.edu.tw/,AA,2025/10/23,啟用,教育機構,大學/技專校院
5541,民間團體,長庚學校財團法人長庚科技大學慢性疾病暨健康促進研究中心,https://cdhprc.cgust.edu.tw/,AA,2025/10/28,啟用,教育機構,大學/技專校院
5553,民間團體,大同大學,https://ttu.edu.tw,AA,2025/11/20,啟用,教育機構,大學/技專校院
5564,民間團體,彰化銀行智能客服,https://ichat.chb.com.tw,AA,2025/12/23,啟用,金融服務業,銀行/證券/期貨/投信
5572,民間團體,大仁科技大學,https://www.tajen.edu.tw/,AA,2025/11/19,啟用,教育機構,大學/技專校院
5612,民間團體,長庚學校財團法人長庚科技大學受試者保護辦公室,https://hrpo.cgust.edu.tw,AA,2025/11/18,啟用,教育機構,大學/技專校院
5621,民間團體,高雄醫學大學附設中和紀念醫院 建康管理中心,https://health.kmuh.org.tw/,AA,2025/10/29,啟用,教育機構,大學/技專校院
5629,民間團體,富邦人壽金融保險教育專區,https://education.fubonlife.com.tw,AA,2026/1/5,啟用,金融服務業,保險/金融友善服務
5638,民間團體,龍華科技大學專業職能證照中心,https://pcc.lhu.edu.tw,A,2025/10/31,啟用,教育機構,大學/技專校院
5661,民間團體,華泰商業銀行官方網站,https://www.hwataibank.com.tw,A,2025/11/3,啟用,金融服務業,銀行/證券/期貨/投信
5665,民間團體,台中銀行金融友善專區,https://rate.tcbbank.com.tw/,AA,2025/10/31,啟用,金融服務業,銀行/證券/期貨/投信
5678,民間團體,台北富邦銀行網路銀行,https://accessible.taipeifubon.com.tw/BFS/common/Index.faces,A,2025/11/27,啟用,金融服務業,銀行/證券/期貨/投信
5691,民間團體,財團法人保險安定基金,https://www.tigf.org.tw/,AA,2025/11/13,啟用,金融服務業,保險/金融友善服務
5729,民間團體,雲林縣正心高級中學,https://www.shsh.ylc.edu.tw/,AA,2025/10/31,啟用,教育機構,中小學/高中/幼兒園(私立)
5734,民間團體,法鼓文理學院資源教室,https://res.dila.edu.tw/,AA,2025/10/30,啟用,教育機構,大學/技專校院
5747,民間團體,亞洲大學全球資訊網,https://www.asia.edu.tw,A,2025/11/17,啟用,教育機構,大學/技專校院
5772,民間團體,原語會族語線上辭典,https://e-dictionary.ilrdf.org.tw,AA,2025/11/28,啟用,醫療照護,社福/身心障礙服務機構
5802,民間團體,兆豐國際商業銀行線上貸款系統,https://onlineloan.megabank.com.tw/,AA,2025/12/3,啟用,金融服務業,銀行/證券/期貨/投信
5847,民間團體,財團法人聯合信用卡處理中心全球資訊網,https://www.nccc.com.tw ,AA,2025/11/13,啟用,財團法人/公協會,財團法人/基金會/公協會
5848,民間團體,富邦證券金融友善服務專區,https://friendly.fbs.com.tw/,A,2025/11/28,啟用,金融服務業,銀行/證券/期貨/投信
5901,民間團體,長庚學校財團法人長庚科技大學嘉義分部呼吸照護系,https://rt.cgust.edu.tw/,AA,2025/12/18,啟用,教育機構,大學/技專校院
5906,民間團體,長庚學校財團法人長庚科技大學學生事務處,https://studentaffairs.cgust.edu.tw,AA,2025/12/5,啟用,教育機構,大學/技專校院
5913,民間團體,長庚學校財團法人長庚科技大學教務處,https://acad.cgust.edu.tw,AA,2025/12/22,啟用,教育機構,大學/技專校院
5941,民間團體,財團法人原住民族語言研究發展基金會,https://dev.ilrdf.org.tw/,AA,2025/12/3,啟用,財團法人/公協會,財團法人/基金會/公協會
5983,民間團體,長庚學校財團法人長庚科技大學高齡暨長期照護研究中心,https://gltcrc.cgust.edu.tw,AA,2025/12/22,啟用,教育機構,大學/技專校院
5992,民間團體,富邦產險-金融友善服務專區,https://accessibility.518fb.com/,AAA,2025/12/10,啟用,金融服務業,保險/金融友善服務
6000,民間團體,財團法人原住民族語言研究發展基金會lokahsu原住民族語言能力認證測驗,https://lokahsu.ilrdf.org.tw,AA,2025/12/17,啟用,財團法人/公協會,財團法人/基金會/公協會
6007,民間團體,吉時有限公司-臺灣智慧系統整合製造平台,https://tsip.tw,AA,2026/2/13,啟用,一般企業,科技/資訊公司
6013,民間團體,社團法人中華民國無障礙科技發展協會,https://www.twacc.org/,A,2025/12/23,啟用,財團法人/公協會,財團法人/基金會/公協會
6023,民間團體,瓩設計獎kW Design Award─第26屆創意競賽,https://kwd.tw,AA,2025/12/15,啟用,財團法人/公協會,政府捐助/委辦法人機構
6028,民間團體,華南銀行金融友善公告專區,https://finfriendly.hncb.com.tw/,AAA,2025/12/11,啟用,金融服務業,銀行/證券/期貨/投信
6069,民間團體,台南企業國軍服裝供售站(陸軍),https://ecappweb.armyshop.com.tw/app/,AA,2025/12/17,啟用,一般企業,一般企業(製造/零售/顧問/品牌)
6070,民間團體,富邦期貨-金融友善服務專區,https://friendly.fbf.com.tw/,AAA,2025/12/31,啟用,金融服務業,銀行/證券/期貨/投信
6080,民間團體,亞東紀念醫院,https://www.femh.org.tw/,A,2025/12/23,啟用,醫療照護,醫療院所
6092,民間團體,台北慈濟醫院,https://taipei.tzuchi.com.tw,AA,2026/1/20,啟用,醫療照護,醫療院所
6100,民間團體,社團法人台灣數位有聲書推展學會官方網站,https://tdtb.org,A,2025/12/26,啟用,財團法人/公協會,財團法人/基金會/公協會
6102,民間團體,元智大學高教深耕計畫,https://hesp.yzu.edu.tw/,AA,2026/2/5,啟用,教育機構,大學/技專校院
6103,民間團體,宏泰人壽友善專區,https://easyaccess.hontai.com.tw,AAA,2025/12/26,啟用,金融服務業,保險/金融友善服務
6153,民間團體,復興廣播電台,https://www.fhbs594.com.tw,AA,2025/12/26,啟用,財團法人/公協會,政府捐助/委辦法人機構
6156,民間團體,華南產物保險金融友善服務專區,https://www.south-china.com.tw/accessibilityWeb,AA,2025/12/26,啟用,金融服務業,保險/金融友善服務
6202,民間團體,予智科技有限公司 AI 課綱學習內容表現對齊分析先導系統,https://wisesync.github.io,AA,2026/1/13,啟用,教育機構,教育科技/補教服務公司
6232,民間團體,FT - TAKAO Championship,https://ft-champ.tsaibee.org/,AA,2026/1/6,啟用,生活休閒場館,觀光/休閒/文化園區
6236,民間團體,促進民間參與公共建設提案平台,https://www.ppp-office.tw/,AA,2026/1/26,啟用,財團法人/公協會,政府捐助/委辦法人機構
6241,民間團體,長庚學校財團法人長庚科技大學進修推廣處,https://eveningwww.cgust.edu.tw,AA,2026/1/23,啟用,教育機構,大學/技專校院
6272,民間團體,Cardledge 卡知識官方網站,http://www.cardledge.com,AA,2026/1/22,啟用,金融服務業,銀行/證券/期貨/投信
6314,民間團體,尼爾網站設計工坊,https://neodw.com,AA,2026/1/15,啟用,個人網站/工作室,個人網站/工作室
6324,民間團體,台灣大哥大-友善專區,https://events.taiwanmobile.com,A,2026/1/30,啟用,一般企業,電信公司
6335,民間團體,財團法人台灣網路資訊中心 台灣ISP年鑑,https://ispyearbook.twnic.tw/,AA,2026/2/3,啟用,財團法人/公協會,政府捐助/委辦法人機構
6339,民間團體,工業技術研究院機械工業網站,https://www.automan.tw/,AA,2026/2/2,啟用,財團法人/公協會,政府捐助/委辦法人機構
6357,民間團體,長庚學校財團法人長庚科技大學護理學院,https://nursing.cgust.edu.tw,AA,2026/1/23,啟用,教育機構,大學/技專校院
6404,民間團體,偉瑟科技股份有限公司人本交通主題網,http://safety.fanseo.com/,AA,2026/2/12,啟用,一般企業,科技/資訊公司
6416,民間團體,臺北市信義運動中心暨永春活力館,https://xysc.teamxports.com/,A,2026/2/10,啟用,生活休閒場館,運動中心/場館
6417,民間團體,合作金庫人壽金融友善服務專區,https://accessibility.tcb-life.com.tw,AAA,2026/2/5,啟用,金融服務業,保險/金融友善服務
6454,民間團體,長庚學校財團法人長庚科技大學高齡暨健康照護管理系,https://gd.cgust.edu.tw,AA,2026/3/5,啟用,教育機構,大學/技專校院
6461,民間團體,元大人壽金融友善服務專區,https://www.yuantalife.com.tw/accessible/,AAA,2026/2/13,啟用,金融服務業,保險/金融友善服務
6488,民間團體,長庚學校財團法人長庚科技大學保健營養系,https://nu.cgust.edu.tw,AA,2026/3/20,啟用,教育機構,大學/技專校院
6494,民間團體,凱基證券金融友善服務專區,https://event.kgi.com.tw/Accessibility,AA,2026/2/26,啟用,金融服務業,銀行/證券/期貨/投信
6500,民間團體,長庚學校財團法人長庚科技大學人事室,https://personnel.cgust.edu.tw,AA,2026/2/26,啟用,教育機構,大學/技專校院
6507,民間團體,新北市板橋國民運動中心,https://www.bqsports.com.tw/,A,2026/2/24,啟用,生活休閒場館,運動中心/場館
6510,民間團體,長庚學校財團法人長庚科技大學嘉義分部護理系,https://cyns.cgust.edu.tw,AA,2026/3/20,啟用,教育機構,大學/技專校院
6538,民間團體,中國信託 友善金融服務專區,https://accessibility.ctbcbank.com/frontend-accessible-portal,AAA,2026/3/31,啟用,金融服務業,銀行/證券/期貨/投信
6568,民間團體,長庚學校財團法人長庚科技大學原住民族學生資源中心,https://aborigine.cgust.edu.tw,AA,2026/3/18,啟用,教育機構,大學/技專校院
6599,民間團體,第一金證券金融友善服務專區,https://friendly.firstsec.com.tw/,AA,2026/3/26,啟用,金融服務業,銀行/證券/期貨/投信
6608,民間團體,長庚學校財團法人長庚科技大學臨床技能中心,https://ccc.cgust.edu.tw,AA,2026/3/18,啟用,教育機構,大學/技專校院
6658,民間團體,台南市善化區小新國小校網,https://www.ssees.tn.edu.tw/,AA,2026/3/24,啟用,教育機構,中小學/高中/幼兒園(私立)
6686,民間團體,中華民國法官協會,https://www.jaroc.org.tw/,AA,2026/3/31,啟用,財團法人/公協會,財團法人/基金會/公協會
6693,民間團體,LINE Bank友善網路銀行,https://accessibility.linebank.com.tw/,AA,2026/3/26,啟用,金融服務業,銀行/證券/期貨/投信